mmu:106740	uncharacterized LOC106740
mmu:12581	Cdkn2d, INK4d, p19, p19INK4d; cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4); K06623 cyclin-dependent kinase inhibitor 2D
mmu:258096	Olfr112, 4930580F03Rik, MOR218-4; olfactory receptor 112
mmu:385138	cDNA sequence BC061237
mmu:629114	Defb23, EG629114; defensin beta 23
mmu:94094	Trim34a, Trim34, Trim34-1; tripartite motif-containing 34A; K11999 tripartite motif-containing protein 6/22/34
mmu:654457	Defb26, EG654457; defensin beta 26
mmu:244218	Ctf2, Gm494, NP; cardiotrophin 2
mmu:69737	Ttl, 2410003M22Rik, 2700049H19Rik, AI848570; tubulin tyrosine ligase (EC:6.3.2.25); K06047 tubulin---tyrosine ligase [EC:6.3.2.25]
mmu:14857	Gsta1, Gst2-1, OTTMUSG00000031890; glutathione S-transferase, alpha 1 (Ya) (EC:2.5.1.18); K00799 glutathione S-transferase [EC:2.5.1.18]
mmu:192976	Lrrc75a, Fam211a; leucine rich repeat containing 75A
mmu:66350	Pla2g12a, 2310004B05Rik, GXII, GXII-1, GXII-1-PLA2, Pla2g12, Rossy, mGXII-1; phospholipase A2, group XIIA (EC:3.1.1.4); K01047 secretory phospholipase A2 [EC:3.1.1.4]
mmu:229534	Pbxip1, 4732463H20Rik; pre B cell leukemia transcription factor interacting protein 1
mmu:170936	Zfp369, B930030B22Rik, D230020H11Rik, NRIF2; zinc finger protein 369; K12458 zinc finger protein 274
mmu:114741	Supt16, Cdc68, Fact140, Spt16, Supt16h; suppressor of Ty 16
mmu:235344	Sik2, G630080D20Rik, Snf1lk2; salt inducible kinase 2 (EC:2.7.11.1); K16311 serine/threonine-protein kinase SIK2 [EC:2.7.11.1]
mmu:21784	Tff1, Bcei, PS2; trefoil factor 1
mmu:66183	Sptssb, 1110032A04Rik, ADMP, Sssptb; serine palmitoyltransferase, small subunit B
mmu:432867	Defb48, Defb42, EG432867; defensin beta 48
mmu:233065	Alkbh6, AI839550, Abh6, C130099A02; alkB, alkylation repair homolog 6 (E. coli) (EC:3.4.22.17); K10768 alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-]
mmu:619548	Defb42, Defb44; defensin beta 42
mmu:654465	Defb47, Defb41, EG654465; defensin beta 47
mmu:330406	B4galnt3, AB114826, B4GalNAcT3, C330047A21; beta-1,4-N-acetyl-galactosaminyl transferase 3 (EC:2.4.1.244); K09656 beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]
mmu:215387	Ncaph, A730011O11Rik, Brrn1, HCAP-H, mKIAA0074; non-SMC condensin I complex, subunit H; K06676 condensin complex subunit 2
mmu:226757	Wdr26, 1600024A01Rik, AA693241, AI447817, AU044014, C77982, Gid7; WD repeat domain 26
mmu:67713	Dnajc19, 1810055D05Rik, AA959924, Tim14; DnaJ (Hsp40) homolog, subfamily C, member 19; K09539 DnaJ homolog subfamily C member 19
mmu:232077	Foxi3; forkhead box I3; K09401 forkhead box protein I
mmu:214764	Edrf1, 2700050L05Rik, AU022667, AW558805; erythroid differentiation regulatory factor 1
mmu:245884	Fam71f2, AI507611, GARI; family with sequence similarity 71, member F2
mmu:380787	A230065H16Rik, Gm898, Lbh2; RIKEN cDNA A230065H16 gene
mmu:228608	Smox, B130066H01Rik, PAO, PAOh1, SMO; spermine oxidase (EC:1.5.3.16); K12259 spermine oxidase [EC:1.5.3.16 1.5.3.-]
mmu:72103	Aplf, 2010301N04Rik, AI452191; aprataxin and PNKP like factor (EC:4.2.99.18); K13295 aprataxin and PNK-like factor [EC:4.2.99.18]
mmu:67171	Dram2, 2010305N14Rik, 2610318G18Rik, AI647667, Tmem77; DNA-damage regulated autophagy modulator 2
mmu:72181	Nsun4, 2310010O12Rik, 2810405F18Rik, AI507900, Shtap; NOL1/NOP2/Sun domain family, member 4
mmu:16396	Itch, 6720481N21Rik, 8030492O04Rik, A130065M08, AIP4, C230047C07Rik; itchy, E3 ubiquitin protein ligase; K05632 atrophin-1 interacting protein 4 [EC:2.3.2.26]
mmu:434325	Tmem221; transmembrane protein 221
mmu:71862	Gpr160, 1700025D19Rik, GPCR150; G protein-coupled receptor 160; K08438 G protein-coupled receptor 160
mmu:208169	Slc9c1, Gm610, NHE-10, Slc9a10, sNHE, spermNHE; solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1; K14726 solute carrier family 9 (sodium/hydrogen exchanger), member 10/11
mmu:545798	Tmem233, DSPB2, Gm13843, OTTMUSG00000014722; transmembrane protein 233
mmu:12029	Bcl6b, Bazf; B cell CLL/lymphoma 6, member B
mmu:51902	Rnf24, 2810473M14Rik, 4930505A13Rik, AI317164, C86507, D2Ertd504e; ring finger protein 24
mmu:231148	Ablim2, AI606905, C230091L11; actin-binding LIM protein 2; K07520 actin-binding LIM protein
mmu:381413	Gpr176, Gm1012; G protein-coupled receptor 176; K08442 G protein-coupled receptor 176
mmu:631304	Cyp4f40, EG631304; cytochrome P450, family 4, subfamily f, polypeptide 40; K00490 cytochrome P450, family 4, subfamily F [EC:1.14.14.1]
mmu:110196	Fdps, 6030492I17Rik, AI256750, Fdpsl1, mKIAA1293; farnesyl diphosphate synthetase (EC:2.5.1.1 2.5.1.10); K00787 farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
mmu:74718	Snx16, 4930522N22Rik, AI117577, AI747675; sorting nexin 16; K17928 sorting nexin-16
mmu:667063	Gm8439, EG667063, Gm1664; predicted gene 8439
mmu:18741	Pitx2, 9430085M16Rik, Brx1, Brx1b, Munc30, Otlx2, Ptx2, Rieg; paired-like homeodomain transcription factor 2; K04686 paired-like homeodomain transcription factor 2
mmu:331188	Zfp781, A130081B01; zinc finger protein 781
mmu:225583	A730017C20Rik; RIKEN cDNA A730017C20 gene
mmu:209630	Frmd4a, 2700017I06Rik, 5330420J21, AI594879, C230040M21Rik, Frmd4, Gm13190, OTTMUSG00000010806, mKIAA1294; FERM domain containing 4A
mmu:667794	Gm8817, EG667794; predicted gene 8817
mmu:385312	Ssxb10; synovial sarcoma, X member B, breakpoint 10
mmu:433215	cDNA sequence BC048609
mmu:22379	Fmnl3, 2700073B04Rik, FBP11, Wbp3, mKIAA2014; formin-like 3
mmu:76742	Snx27, 5730552M22Rik, ESTM45, ESTM47, R75405; sorting nexin family member 27; K17936 sorting nexin-27
mmu:53856	Prg3, MBP2, MBPH; proteoglycan 3
mmu:74438	Clvs1, 4933402J24Rik, Clvl1, Rlbp1l1; clavesin 1
mmu:27224	Tceb3, 110kDa, AA408125, Tceb3a; transcription elongation factor B (SIII), polypeptide 3; K15076 transcription elongation factor B, polypeptide 3
mmu:100041096	Iqcf6; IQ motif containing F6
mmu:12921	Crhr1, CRFR1, Crhr; corticotropin releasing hormone receptor 1; K04578 corticotropin releasing hormone receptor 1
mmu:193116	Slu7, AU018913, D11Ertd730e, D3Bwg0878e; SLU7 splicing factor homolog (S. cerevisiae); K12819 pre-mRNA-processing factor SLU7
mmu:110524	Dgkq, 110kDa, DAGK, DAGK7, Dagk4, Dgkd; diacylglycerol kinase, theta (EC:2.7.1.107); K00901 diacylglycerol kinase (ATP) [EC:2.7.1.107]
mmu:117149	Tirap, AA407980, C130027E04Rik, Mal, Tlr4ap, Wyatt; toll-interleukin 1 receptor (TIR) domain-containing adaptor protein; K05403 toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
mmu:67895	Ppa1, 2010317E03Rik, Pyp; pyrophosphatase (inorganic) 1 (EC:3.6.1.1); K01507 inorganic pyrophosphatase [EC:3.6.1.1]
mmu:94093	Trim33, 8030451N04Rik, AI413936, Ecto, Tif1g; tripartite motif-containing 33; K08883 tripartite motif-containing protein 33 [EC:2.3.2.27]
mmu:100043057	Tmem207, Gm540; transmembrane protein 207
mmu:72155	Cenpn, 2610510J17Rik, AI426416, AW545024; centromere protein N; K11506 centromere protein N
mmu:252974	Tspear, C330046G03Rik, ORF65, TSP-EAR, Tnep1; thrombospondin type laminin G domain and EAR repeats
mmu:236546	cDNA sequence AF067061
mmu:381802	Tsen2, AU067695; tRNA splicing endonuclease 2 homolog (S. cerevisiae) (EC:4.6.1.16); K15322 tRNA-splicing endonuclease subunit Sen2 [EC:3.1.27.9]
mmu:213417	Klhdc8a, A630065K24Rik; kelch domain containing 8A
mmu:387334	Defb50, AY387658, BD-50, Defb37, Pbd1, mBD-50; defensin beta 50
mmu:109242	Kif24, 4933425J19Rik, 9430029L23Rik; kinesin family member 24; K10393 kinesin family member 2/24
mmu:20472	Six2; sine oculis-related homeobox 2; K19472 homeobox protein SIX2
mmu:231238	Sel1l3, 2310045A20Rik, AI429585, mKIAA0746; sel-1 suppressor of lin-12-like 3 (C. elegans)
mmu:99650	4933434E20Rik, 5730552F22Rik, AI462154, NICE-3, NS5ATP4; RIKEN cDNA 4933434E20 gene
mmu:22789	Zp3r, AV264399, SP56; zona pellucida 3 receptor; K04002 complement component 4 binding protein, alpha
mmu:277203	Tm4sf19, EG277203; transmembrane 4 L six family member 19
mmu:14913	Guca1a, GC-A, Gcap1, Guca1, mGCAP1; guanylate cyclase activator 1a (retina); K08328 guanylate cyclase activator 1
mmu:229715	Amigo1, Amigo, ali2; adhesion molecule with Ig like domain 1
mmu:545370	Hmcn1, EG545370, Gm201; hemicentin 1; K17341 hemicentin
mmu:21812	Tgfbr1, ALK5, AU017191, Alk-5, TbetaR-I, TbetaRI; transforming growth factor, beta receptor I (EC:2.7.11.30); K04674 TGF-beta receptor type-1 [EC:2.7.11.30]
mmu:15423	Hoxc4, Hox-3.5; homeobox C4; K09304 homeobox protein HoxA/B/C/D4
mmu:11516	Adcyap1, PACAP; adenylate cyclase activating polypeptide 1; K05262 adenylate cyclase activating polypeptide
mmu:114249	Npnt, 1110009H02Rik, AA682063, AI314031, Nctn, POEM; nephronectin; K06824 nephronectin
mmu:319817	Rc3h2, 2900024N03Rik, 9430019J22Rik, D930043C02Rik, Mnab, Rnf164; ring finger and CCCH-type zinc finger domains 2; K15690 RING finger and CCCH-type zinc finger domain-containing protein
mmu:232187	Smyd5, AW536703, NN8-4AG, Rai15, Rrg1; SET and MYND domain containing 5
mmu:100113398	Adat3, A430024H01Rik; adenosine deaminase, tRNA-specific 3; K15442 tRNA-specific adenosine deaminase 3
mmu:223780	Adm2, Am2, IMD, Imdn; adrenomedullin 2
mmu:14617	Gjd2, Gja9, connexin36, cx36; gap junction protein, delta 2; K07373 gap junction delta-2 protein
mmu:68040	Zfp593, 3110024A21Rik, AV062409, E130106C14Rik, ZNF593; zinc finger protein 593; K14821 bud site selection protein 20
mmu:241547	Harbi1, D230010M03Rik; harbinger transposase derived 1 (EC:3.1.-.-)
mmu:224105	Pak2, 5330420P17Rik, A130002K10Rik, AI836325, D16Ertd269e, PAK-2, mKIAA4182; p21 protein (Cdc42/Rac)-activated kinase 2 (EC:2.7.11.1); K04410 p21-activated kinase 2 [EC:2.7.11.1]
mmu:19419	Rasgrp1, Rasgrp; RAS guanyl releasing protein 1; K04350 RAS guanyl-releasing protein 1
mmu:12023	Barx2, 2310006E12Rik, Barx2b; BarH-like homeobox 2; K09361 BarH-like homeobox
mmu:140795	P2ry14, A330108O13Rik, Gpr105, P2Y14; purinergic receptor P2Y, G-protein coupled, 14; K04299 purinergic receptor P2Y, G protein-coupled, 14
mmu:20361	Sema7a, 2900057C09Rik, CDw108, H-Sema-L, M-Sema-L, Semal; sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A; K06529 semaphorin 7
mmu:214239	A430105I19Rik, Gm353; RIKEN cDNA A430105I19 gene
mmu:22177	Tyrobp, DAP12, KARAP, Ly83; TYRO protein tyrosine kinase binding protein; K07992 TYRO protein tyrosine kinase binding protein
mmu:27399	Ip6k1, 1200016D08Rik, AU022776, Ihpk1, InsP6, InsP6k1, Itpk6; inositol hexaphosphate kinase 1 (EC:2.7.4.21); K07756 inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]
mmu:106957	Slc39a6, Ermelin; solute carrier family 39 (metal ion transporter), member 6; K14712 solute carrier family 39 (zinc transporter), member 6
mmu:23882	Gadd45g, AI327420, C86281, CR6, DDIT2, OIG37; growth arrest and DNA-damage-inducible 45 gamma; K04402 growth arrest and DNA-damage-inducible protein
mmu:50934	Slc7a8, AA408822, LAT2; solute carrier family 7 (cationic amino acid transporter, y+ system), member 8; K13781 solute carrier family 7 (L-type amino acid transporter), member 8
mmu:75773	Adad2, 4930403J07Rik; adenosine deaminase domain containing 2
mmu:67096	Mmachc, 1810037K07Rik; methylmalonic aciduria cblC type, with homocystinuria; K14618 methylmalonic aciduria homocystinuria type C protein
mmu:20888	Sult1c1, (PST)G, P-SULT, ST1C1, Stp2, Sult1a2, mOLFST; sulfotransferase family, cytosolic, 1C, member 1 (EC:2.8.2.-); K01025 [EC:2.8.2.-]
mmu:620235	Siglec15, Cd33l3, EG620235, SIGLEC-I; sialic acid binding Ig-like lectin 15; K16352 sialic acid binding Ig-like lectin 15
mmu:225642	Grp, BLP; gastrin releasing peptide; K05224 gastrin-releasing peptide
mmu:140481	Man2a2, 1700052O22Rik, 4931438M07Rik, AI480988, MX, Man_IIx; mannosidase 2, alpha 2 (EC:3.2.1.114); K01231 alpha-mannosidase II [EC:3.2.1.114]
mmu:56350	Arl3; ADP-ribosylation factor-like 3; K07944 ADP-ribosylation factor-like protein 3
mmu:20534	Slc4a1ap, kanadaptin; solute carrier family 4 (anion exchanger), member 1, adaptor protein
mmu:58235	Pvrl1, AI835281, AW549174, Cd111, HIgR, HveC, PRR, PRR1, nectin-1; poliovirus receptor-related 1; K06081 poliovirus receptor-related protein 1
mmu:225745	Haus1, BC024400, Ccdc5, HEI-C; HAUS augmin-like complex, subunit 1; K16584 HAUS augmin-like complex subunit 1
mmu:60425	Doc2g, D830013O18Rik; double C2, gamma
mmu:72175	Mfsd8, 2810423E13Rik, AI836898, AV142426, Cln7; major facilitator superfamily domain containing 8; K12307 MFS transporter, ceroid-lipofuscinosis neuronal protein 7
mmu:330286	D630045J12Rik, Kiaa1549, mKIAA1549; RIKEN cDNA D630045J12 gene
mmu:64085	Clstn2, 2900042C18Rik, AI448973, CSTN2, Cs2, Cst-2, mKIAA4134; calsyntenin 2
mmu:68632	Myct1, 1110020B04Rik, AI225941, AI642973, Mtmc1; myc target 1
mmu:15460	Hr, ALUNC, AU, N, ba, bldy, rh, rh-bmh, rhino; hairless; K00478 lysine-specific demethylase hairless [EC:1.14.11.-]
mmu:271221	5031414D18Rik, Gm744, Gm911, Kiaa0226l; RIKEN cDNA 5031414D18 gene
mmu:66066	Gng11, 0610037B21Rik; guanine nucleotide binding protein (G protein), gamma 11; K04546 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11
mmu:71156	Lrrc72, 1700108M19Rik, 4933421E18Rik; leucine rich repeat containing 72
mmu:66691	Gapvd1, 2010005B09Rik, 4432404J10Rik, AW108497, Gapex-5, RAP6, RME-6, mKIAA1521; GTPase activating protein and VPS9 domains 1
mmu:67405	Nts, 5033428E16Rik, NMN-125, NN, NT, NT/N, NTS1; neurotensin; K05235 neurotensin
mmu:13132	Dab2, 5730435J12Rik, AA960054, AI957090, D15Wsu122e, D630005B22Rik, Doc-2, Doc2, p96; disabled 2, mitogen-responsive phosphoprotein; K12475 disabled homolog 2
mmu:73598	1700001O22Rik, 1700113K14Rik, 4930549G18Rik; RIKEN cDNA 1700001O22 gene
mmu:110094	Phka2, 6330505C01Rik, D330034O08, Phk; phosphorylase kinase alpha 2 (EC:2.7.11.19); K07190 phosphorylase kinase alpha/beta subunit
mmu:75734	Mff, 5230400G24Rik, AI314724; mitochondrial fission factor
mmu:108946	Zzz3, 3110065C23Rik, 6430567E01Rik, AA408566, AI481057, AW556059, R75514; zinc finger, ZZ domain containing 3
mmu:77963	Hook1, A930033L17Rik, azh; hook homolog 1 (Drosophila); K16612 protein HOOK1
mmu:76378	Ropn1, 1700008N21Rik, ODF6, RHPNAP1, Rppn, ropporin; ropporin, rhophilin associated protein 1
mmu:240174	Thada, 6530405K19, A930021O22, AU019899, BC052885, GITA; thyroid adenoma associated
mmu:93711	Pcdhga3; protocadherin gamma subfamily A, 3; K16495 protocadherin gamma subfamily A
mmu:13508	Dscam, 4932410A21Rik; Down syndrome cell adhesion molecule; K06767 Down syndrome cell adhesion molecule
mmu:94214	Spock2, AA407235, Gcap26, mKIAA0275; sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2; K08136 sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican)
mmu:11433	Acp5, TRACP, TRAP; acid phosphatase 5, tartrate resistant (EC:3.1.3.2); K14379 tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
mmu:93762	Smarca5, 4933427E24Rik, D030040M08Rik, D330027N15Rik, MommeD4, Snf2h; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5; K11654 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-]
mmu:18349	Olfr5, MOR103-8, ORL120; olfactory receptor 5; K04257 olfactory receptor
mmu:94064	Mrpl27, A630055F16Rik, D11Moh47, D18Ertd643e; mitochondrial ribosomal protein L27; K02899 large subunit ribosomal protein L27
mmu:114889	Vsx1, CHX10-like; visual system homeobox 1 homolog (zebrafish); K09335 visual system homeobox protein 1
mmu:57314	Nelfcd, 2410003I03Rik, C77797, Th1, Th1l; negative elongation factor complex member C/D, Th1l; K15181 negative elongation factor C/D
mmu:235040	Atg4d, 9830134P12Rik, APG4-D, Apg4d, Atg4dl, Autl4; autophagy related 4D, cysteine peptidase; K08342 cysteine protease ATG4 [EC:3.4.22.-]
mmu:170742	Sertad3, AW124805, D1Mgi51, Rbt1, Sei3; SERTA domain containing 3
mmu:100710	Pds5b, AI646570, AS3, AW212954, Aprin, mKIAA0979; PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae); K11267 sister chromatid cohesion protein PDS5
mmu:71313	Fsip1, 1700012M13Rik, 4933432K11Rik; fibrous sheath-interacting protein 1
mmu:70099	Smc4, 2500002A22Rik, C79747, SMC-4, Smc4l1; structural maintenance of chromosomes 4; K06675 structural maintenance of chromosome 4
mmu:15569	Elavl2, Hub, mel-N1; ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B); K13208 ELAV like protein 2/3/4
mmu:12096	Bglap, Bglap1, OC, OG1, mOC-A; bone gamma carboxyglutamate protein
mmu:219105	Zmym5, 9830124H08Rik; zinc finger, MYM-type 5
mmu:107065	Lrrtm2, AI851755, BB129880, C630011A14Rik, mKIAA0416; leucine rich repeat transmembrane neuronal 2; K16665 leucine-rich repeat transmembrane neuronal protein 1/2
mmu:28075	Desi1, AI427858, AI850401, D15Wsu75e, DeSI-1, Fam152b, Pppde2; desumoylating isopeptidase 1
mmu:20585	Hltf, AF010600, BC057116, P113, Smarca3, Snf2l3; helicase-like transcription factor; K15711 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:3.6.4.- 2.3.2.27]
mmu:101185	Pot1a, 1500031H18Rik, AI851169, Pot1; protection of telomeres 1A; K11109 protection of telomeres protein 1
mmu:208666	Diras1, Di-Ras1, Gbts1, RIG; DIRAS family, GTP-binding RAS-like 1; K07840 DIRAS family, GTP-binding Ras-like 1
mmu:72058	Igsf5, 2010003D20Rik, JCAM, Jam4; immunoglobulin superfamily, member 5; K06786 junctional adhesion molecule 4
mmu:252972	Tpcn1, 5730403B01Rik, Tpc1, mKIAA1169; two pore channel 1; K16896 two pore calcium channel protein 1
mmu:75099	Lysmd4, 4930506D23Rik; LysM, putative peptidoglycan-binding, domain containing 4
mmu:54711	Plagl2, AU018672, AW552839, mKIAA0198; pleiomorphic adenoma gene-like 2; K19486 zinc finger protein PLAGL2
mmu:29818	Hspb7, 27kDa, Hsp25-2, cvHsp; heat shock protein family, member 7 (cardiovascular); K09546 heat shock protein beta-7
mmu:12504	Cd4, L3T4, Ly-4; CD4 antigen; K06454 CD4 antigen
mmu:21818	Tgm3, AI893889, TG_E, TG(E), TGE, TGase_E, TGase-3; transglutaminase 3, E polypeptide (EC:2.3.2.13); K05620 transglutaminase 3 [EC:2.3.2.13]
mmu:317677	C1s2, C1sb, EG317677, Gm5077; complement component 1, s subcomponent 2 (EC:3.4.21.42); K01331 complement component 1, s subcomponent [EC:3.4.21.42]
mmu:13056	Cyb561; cytochrome b-561; K08360 cytochrome b-561
mmu:329064	Pkd2l1, B830002B15, BC046386, PCL, PKD2L, Pkdl, TRPP3; polycystic kidney disease 2-like 1; K04990 polycystin 2L1
mmu:11647	Alpl, APTNAP, Akp-2, Akp2, TNAP, TNSALP; alkaline phosphatase, liver/bone/kidney (EC:3.1.3.1); K01077 alkaline phosphatase [EC:3.1.3.1]
mmu:52637	Cisd1, AU043990, AW743335, D10Ertd214e, Zcd1, mitoNEET; CDGSH iron sulfur domain 1
mmu:16644	Kng1, Kng; kininogen 1; K03898 kininogen
mmu:230157	Tmeff1, A830033E11, M7365, Tr1; transmembrane protein with EGF-like and two follistatin-like domains 1
mmu:101489	Ric8, AI114950, RIC-8, Ric8a; resistance to inhibitors of cholinesterase 8 homolog (C. elegans)
mmu:12291	Cacna1g, Cav3.1d, [a]1G, a1G, alpha-1G, mKIAA1123; calcium channel, voltage-dependent, T type, alpha 1G subunit; K04854 voltage-dependent calcium channel T type alpha-1G
mmu:381836	Sbk2, Gm1079, Sgk069; SH3-binding domain kinase family, member 2 (EC:2.7.11.1); K08858 serine/threonine-protein kinase SBK [EC:2.7.11.1]
mmu:110891	Slc8a2, Ncx2; solute carrier family 8 (sodium/calcium exchanger), member 2; K05849 solute carrier family 8 (sodium/calcium exchanger)
mmu:78586	Srbd1, AI461933, C85414, D530025C17Rik; S1 RNA binding domain 1
mmu:239845	Gpr156, Gababl; G protein-coupled receptor 156; K04617 gamma-aminobutyric acid type B receptor-like
mmu:83560	Tex14, C85585; testis expressed gene 14; K17540 inactive serine/threonine-protein kinase TEX14
mmu:15043	H2-T3, H-2T3, H2-Tw3, TL; histocompatibility 2, T region locus 3; K06751 major histocompatibility complex, class I
mmu:207683	Igsf11, 1700025L02Rik, BT-IgSF, Igsf13; immunoglobulin superfamily, member 11; K06791 immunoglobulin superfamily, member 11
mmu:11911	Atf4, Atf-4, C/ATF, CREB2, TAXREB67; activating transcription factor 4; K04374 cyclic AMP-dependent transcription factor ATF-4
mmu:78473	Skap1, 1700091G21Rik, Scap1, Skap-55; src family associated phosphoprotein 1; K17699 src kinase associated phosphoprotein 1
mmu:69944	2810021J22Rik, AI449137; RIKEN cDNA 2810021J22 gene; K09228 KRAB domain-containing zinc finger protein
mmu:385643	Kng2; kininogen 2; K03898 kininogen
mmu:208440	Dip2c, 2900024P20Rik, 9630044M06, mKIAA0934; DIP2 disco-interacting protein 2 homolog C (Drosophila)
mmu:218442	Serinc5, A130038L21Rik, AIGP3, C86123, TPO1; serine incorporator 5
mmu:117591	Slc2a9, Glut9, SLC2A9B, SLC2a9A; solute carrier family 2 (facilitated glucose transporter), member 9; K08146 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 9
mmu:328829	9830107B12Rik, Trem5; RIKEN cDNA 9830107B12 gene
mmu:11806	Apoa1, Alp-1, Apoa-1, Brp-14, Ltw-1, Lvtw-1, Sep-1, Sep-2, Sep2, apo-AI, apoA-I; apolipoprotein A-I; K08757 apolipoprotein A-I
mmu:218335	Clptm1l, C130052I12Rik, Crr9; CLPTM1-like
mmu:227059	Slc39a10, 2900042E17Rik, 5430433I10, mKIAA1265; solute carrier family 39 (zinc transporter), member 10; K14716 solute carrier family 39 (zinc transporter), member 10
mmu:17189	Mb, AI325109; myoglobin
mmu:11812	Apoc1, Apo-CIB, ApoC-IB, apo-CI, apoC-I; apolipoprotein C-I
